,site,date,time,predict next_15 avg-len,test_label,predict lane,curren_lane
0,2528,2022-11-29,00:30-00:33,-0.017,0.0,-0.01,0.0
1,2528,2022-11-29,00:33-00:36,-0.017,0.0,-0.01,0.0
2,2528,2022-11-29,00:36-00:39,-0.017,0.0,-0.01,0.0
3,2528,2022-11-29,00:39-00:42,-0.017,0.0,-0.01,0.0
4,2528,2022-11-29,00:42-00:45,-0.017,0.0,-0.01,0.0
5,2528,2022-11-29,00:45-00:48,-0.017,0.0,-0.01,0.0
6,2528,2022-11-29,00:48-00:51,-0.017,0.0,-0.01,0.0
7,2528,2022-11-29,00:51-00:54,-0.017,0.0,-0.01,0.0
8,2528,2022-11-29,00:54-00:57,-0.017,0.0,-0.01,0.0
9,2528,2022-11-29,00:57-01:00,-0.017,0.0,-0.01,0.0
10,2528,2022-11-29,01:00-01:03,-0.017,0.0,-0.01,0.0
11,2528,2022-11-29,01:03-01:06,-0.017,0.0,-0.01,0.0
12,2528,2022-11-29,01:06-01:09,-0.017,0.0,-0.01,0.0
13,2528,2022-11-29,01:09-01:12,-0.017,0.0,-0.01,0.0
14,2528,2022-11-29,01:12-01:15,-0.017,0.0,-0.01,0.0
15,2528,2022-11-29,01:15-01:18,-0.017,0.0,-0.01,0.0
16,2528,2022-11-29,01:18-01:21,-0.017,0.0,-0.01,0.0
17,2528,2022-11-29,01:21-01:24,-0.017,0.0,-0.01,0.0
18,2528,2022-11-29,01:24-01:27,-0.017,0.0,-0.01,0.0
19,2528,2022-11-29,01:27-01:30,-0.017,0.0,-0.01,0.0
20,2528,2022-11-29,01:30-01:33,-0.017,0.0,-0.01,0.0
21,2528,2022-11-29,01:33-01:36,-0.017,0.0,-0.01,0.0
22,2528,2022-11-29,01:36-01:39,-0.017,0.0,-0.01,0.0
23,2528,2022-11-29,01:39-01:42,-0.017,0.0,-0.01,0.0
24,2528,2022-11-29,01:42-01:45,-0.017,0.0,-0.01,0.0
25,2528,2022-11-29,01:45-01:48,-0.017,0.0,-0.01,0.0
26,2528,2022-11-29,01:48-01:51,-0.017,0.0,-0.01,0.0
27,2528,2022-11-29,01:51-01:54,-0.017,0.0,-0.01,0.0
28,2528,2022-11-29,01:54-01:57,-0.017,0.0,-0.01,0.0
29,2528,2022-11-29,01:57-02:00,-0.017,0.0,-0.01,0.0
30,2528,2022-11-29,02:00-02:03,-0.018,0.0,-0.01,0.0
31,2528,2022-11-29,02:03-02:06,-0.018,0.0,-0.01,0.0
32,2528,2022-11-29,02:06-02:09,-0.018,0.0,-0.01,0.0
33,2528,2022-11-29,02:09-02:12,-0.018,0.0,-0.01,0.0
34,2528,2022-11-29,02:12-02:15,-0.018,0.0,-0.01,0.0
35,2528,2022-11-29,02:15-02:18,-0.018,0.0,-0.01,0.0
36,2528,2022-11-29,02:18-02:21,-0.018,0.0,-0.01,0.0
37,2528,2022-11-29,02:21-02:24,-0.018,0.0,-0.01,0.0
38,2528,2022-11-29,02:24-02:27,-0.018,0.0,-0.01,0.0
39,2528,2022-11-29,02:27-02:30,-0.018,0.0,-0.01,0.0
40,2528,2022-11-29,02:30-02:33,-0.018,0.0,-0.01,0.0
41,2528,2022-11-29,02:33-02:36,-0.018,0.0,-0.01,0.0
42,2528,2022-11-29,02:36-02:39,-0.018,0.0,-0.01,0.0
43,2528,2022-11-29,02:39-02:42,-0.018,0.0,-0.01,0.0
44,2528,2022-11-29,02:42-02:45,-0.018,0.0,-0.01,0.0
45,2528,2022-11-29,02:45-02:48,-0.018,0.0,-0.01,0.0
46,2528,2022-11-29,02:48-02:51,-0.018,0.0,-0.01,0.0
47,2528,2022-11-29,02:51-02:54,-0.018,0.0,-0.01,0.0
48,2528,2022-11-29,02:54-02:57,-0.018,0.0,-0.01,0.0
49,2528,2022-11-29,02:57-03:00,-0.018,0.0,-0.01,0.0
50,2528,2022-11-29,03:00-03:03,-0.018,0.0,-0.01,0.0
51,2528,2022-11-29,03:03-03:06,-0.018,0.0,-0.01,0.0
52,2528,2022-11-29,03:06-03:09,-0.018,0.0,-0.01,0.0
53,2528,2022-11-29,03:09-03:12,-0.018,0.0,-0.01,0.0
54,2528,2022-11-29,03:12-03:15,-0.018,0.0,-0.01,0.0
55,2528,2022-11-29,03:15-03:18,-0.018,0.0,-0.01,0.0
56,2528,2022-11-29,03:18-03:21,-0.018,0.0,-0.01,0.0
57,2528,2022-11-29,03:21-03:24,-0.018,0.0,-0.01,0.0
58,2528,2022-11-29,03:24-03:27,-0.018,0.0,-0.01,0.0
59,2528,2022-11-29,03:27-03:30,-0.018,0.0,-0.01,0.0
60,2528,2022-11-29,03:30-03:33,-0.018,0.0,-0.01,0.0
61,2528,2022-11-29,03:33-03:36,-0.018,0.0,-0.01,0.0
62,2528,2022-11-29,03:36-03:39,-0.018,0.0,-0.01,0.0
63,2528,2022-11-29,03:39-03:42,-0.018,0.0,-0.01,0.0
64,2528,2022-11-29,03:42-03:45,-0.018,0.0,-0.01,0.0
65,2528,2022-11-29,03:45-03:48,-0.018,0.0,-0.01,0.0
66,2528,2022-11-29,03:48-03:51,-0.018,0.0,-0.01,0.0
67,2528,2022-11-29,03:51-03:54,-0.018,0.0,-0.01,0.0
68,2528,2022-11-29,03:54-03:57,-0.018,0.0,-0.01,0.0
69,2528,2022-11-29,03:57-04:00,-0.018,0.0,-0.01,0.0
70,2528,2022-11-29,04:00-04:03,0.006,0.0,0.0,0.0
71,2528,2022-11-29,04:03-04:06,0.004,0.0,0.0,0.0
72,2528,2022-11-29,04:06-04:09,0.007,0.0,0.0,0.0
73,2528,2022-11-29,04:09-04:12,0.006,0.0,0.0,0.0
74,2528,2022-11-29,04:12-04:15,0.006,0.0,0.0,0.0
75,2528,2022-11-29,04:15-04:18,-0.003,0.0,-0.0,0.0
76,2528,2022-11-29,04:18-04:21,0.014,0.0,0.01,0.0
77,2528,2022-11-29,04:21-04:24,0.011,0.0,0.01,0.0
78,2528,2022-11-29,04:24-04:27,0.016,0.0,0.01,0.0
79,2528,2022-11-29,04:27-04:30,0.011,0.0,0.01,0.0
80,2528,2022-11-29,04:30-04:33,0.013,0.0,0.01,0.0
81,2528,2022-11-29,04:33-04:36,0.008,0.0,0.0,0.0
82,2528,2022-11-29,04:36-04:39,0.01,0.0,0.01,0.0
83,2528,2022-11-29,04:39-04:42,0.025,0.0,0.01,0.0
84,2528,2022-11-29,04:42-04:45,0.013,0.0,0.01,0.0
85,2528,2022-11-29,04:45-04:48,0.006,0.0,0.0,0.0
86,2528,2022-11-29,04:48-04:51,0.006,0.0,0.0,0.0
87,2528,2022-11-29,04:51-04:54,0.006,0.0,0.0,0.0
88,2528,2022-11-29,04:54-04:57,0.006,0.0,0.0,0.0
89,2528,2022-11-29,04:57-05:00,0.006,0.0,0.0,0.0
90,2528,2022-11-29,05:00-05:03,0.013,0.0,0.01,1.0
91,2528,2022-11-29,05:03-05:06,0.044,0.03,0.03,1.0
92,2528,2022-11-29,05:06-05:09,0.088,0.03,0.05,1.0
93,2528,2022-11-29,05:09-05:12,0.141,0.03,0.08,0.0
94,2528,2022-11-29,05:12-05:15,0.144,0.03,0.08,0.0
95,2528,2022-11-29,05:15-05:18,0.13,0.03,0.08,0.0
96,2528,2022-11-29,05:18-05:21,0.125,0.0,0.07,0.0
97,2528,2022-11-29,05:21-05:24,0.074,0.0,0.04,1.0
98,2528,2022-11-29,05:24-05:27,0.081,0.0,0.05,1.0
99,2528,2022-11-29,05:27-05:30,0.142,0.0,0.08,1.0
100,2528,2022-11-29,05:30-05:33,0.187,0.036,0.11,0.0
101,2528,2022-11-29,05:33-05:36,0.185,0.036,0.11,0.0
102,2528,2022-11-29,05:36-05:39,0.132,0.104,0.08,0.0
103,2528,2022-11-29,05:39-05:42,0.095,0.118,0.06,0.0
104,2528,2022-11-29,05:42-05:45,0.069,0.192,0.04,0.0
105,2528,2022-11-29,05:45-05:48,0.081,0.278,0.05,0.0
106,2528,2022-11-29,05:48-05:51,0.052,0.278,0.03,0.0
107,2528,2022-11-29,05:51-05:54,0.127,0.3,0.07,1.0
108,2528,2022-11-29,05:54-05:57,0.09,0.384,0.05,0.0
109,2528,2022-11-29,05:57-06:00,0.142,0.332,0.08,1.0
110,2528,2022-11-29,06:00-06:03,0.423,0.21,0.25,1.0
111,2528,2022-11-29,06:03-06:06,0.318,0.21,0.19,0.0
112,2528,2022-11-29,06:06-06:09,0.451,0.142,0.27,1.0
113,2528,2022-11-29,06:09-06:12,0.474,0.194,0.28,1.0
114,2528,2022-11-29,06:12-06:15,0.411,0.216,0.24,0.0
115,2528,2022-11-29,06:15-06:18,0.386,0.216,0.23,0.0
116,2528,2022-11-29,06:18-06:21,0.392,0.216,0.23,0.0
117,2528,2022-11-29,06:21-06:24,0.343,0.358,0.2,0.0
118,2528,2022-11-29,06:24-06:27,0.506,0.41,0.3,0.0
119,2528,2022-11-29,06:27-06:30,0.373,0.434,0.22,1.0
120,2528,2022-11-29,06:30-06:33,0.289,0.434,0.17,0.0
121,2528,2022-11-29,06:33-06:36,0.328,0.48,0.19,0.0
122,2528,2022-11-29,06:36-06:39,0.511,0.316,0.3,1.0
123,2528,2022-11-29,06:39-06:42,0.503,0.19,0.3,0.0
124,2528,2022-11-29,06:42-06:45,0.365,0.338,0.21,0.0
125,2528,2022-11-29,06:45-06:48,0.318,0.412,0.19,0.0
126,2528,2022-11-29,06:48-06:51,0.349,0.374,0.21,1.0
127,2528,2022-11-29,06:51-06:54,0.354,0.516,0.21,1.0
128,2528,2022-11-29,06:54-06:57,0.505,0.666,0.3,0.0
129,2528,2022-11-29,06:57-07:00,0.638,0.472,0.38,1.0
130,2528,2022-11-29,07:00-07:03,0.464,0.398,0.27,0.0
131,2528,2022-11-29,07:03-07:06,0.455,0.456,0.27,0.0
132,2528,2022-11-29,07:06-07:09,0.555,0.472,0.33,1.0
133,2528,2022-11-29,07:09-07:12,0.621,0.328,0.37,1.0
134,2528,2022-11-29,07:12-07:15,0.414,0.306,0.24,0.0
135,2528,2022-11-29,07:15-07:18,0.456,0.306,0.27,0.0
136,2528,2022-11-29,07:18-07:21,0.499,0.24,0.29,1.0
137,2528,2022-11-29,07:21-07:24,0.568,0.082,0.33,1.0
138,2528,2022-11-29,07:24-07:27,0.555,0.0,0.33,1.0
139,2528,2022-11-29,07:27-07:30,0.453,0.0,0.27,0.0
140,2528,2022-11-29,07:30-07:33,0.438,0.022,0.26,0.0
141,2528,2022-11-29,07:33-07:36,0.481,0.066,0.28,0.0
142,2528,2022-11-29,07:36-07:39,0.421,0.126,0.25,0.0
143,2528,2022-11-29,07:39-07:42,0.336,0.284,0.2,0.0
